hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,target
9,3,4,12,2002,339,5,49,38247.0
10,3,4,12,2002,339,5,49,39146.0
11,3,4,12,2002,339,5,49,39746.0
12,3,4,12,2002,339,5,49,39721.0
13,3,4,12,2002,339,5,49,39211.0
14,3,4,12,2002,339,5,49,38558.0
15,3,4,12,2002,339,5,49,38081.0
16,3,4,12,2002,339,5,49,37708.0
17,3,4,12,2002,339,5,49,38972.0
18,3,4,12,2002,339,5,49,41823.0
19,3,4,12,2002,339,5,49,41443.0
20,3,4,12,2002,339,5,49,40516.0
21,3,4,12,2002,339,5,49,39075.0
22,3,4,12,2002,339,5,49,36989.0
23,3,4,12,2002,339,5,49,34351.0
0,4,4,12,2002,340,6,49,31627.0
1,2,4,12,2002,338,4,49,31938.0
2,2,4,12,2002,338,4,49,31084.0
3,2,4,12,2002,338,4,49,30858.0
4,2,4,12,2002,338,4,49,30916.0
5,2,4,12,2002,338,4,49,31621.0
6,2,4,12,2002,338,4,49,33863.0
7,2,4,12,2002,338,4,49,37996.0
8,2,4,12,2002,338,4,49,39896.0
9,2,4,12,2002,338,4,49,39451.0
10,2,4,12,2002,338,4,49,38729.0
11,2,4,12,2002,338,4,49,38171.0
12,2,4,12,2002,338,4,49,37493.0
13,2,4,12,2002,338,4,49,36723.0
14,2,4,12,2002,338,4,49,36466.0
15,2,4,12,2002,338,4,49,36458.0
16,2,4,12,2002,338,4,49,36676.0
17,2,4,12,2002,338,4,49,38564.0
18,2,4,12,2002,338,4,49,41123.0
19,2,4,12,2002,338,4,49,41201.0
20,2,4,12,2002,338,4,49,40480.0
21,2,4,12,2002,338,4,49,39810.0
22,2,4,12,2002,338,4,49,38154.0
23,2,4,12,2002,338,4,49,35309.0
0,3,4,12,2002,339,5,49,32366.0
1,1,4,12,2002,337,3,49,27466.0
2,1,4,12,2002,337,3,49,26610.0
3,1,4,12,2002,337,3,49,26493.0
4,1,4,12,2002,337,3,49,26906.0
5,1,4,12,2002,337,3,49,28049.0
6,1,4,12,2002,337,3,49,30584.0
7,1,4,12,2002,337,3,49,35067.0
8,1,4,12,2002,337,3,49,37420.0
9,1,4,12,2002,337,3,49,37741.0
10,1,4,12,2002,337,3,49,37500.0
11,1,4,12,2002,337,3,49,37496.0
12,1,4,12,2002,337,3,49,37196.0
13,1,4,12,2002,337,3,49,36754.0
14,1,4,12,2002,337,3,49,36278.0
15,1,4,12,2002,337,3,49,35990.0
16,1,4,12,2002,337,3,49,36173.0
17,1,4,12,2002,337,3,49,38077.0
18,1,4,12,2002,337,3,49,41632.0
19,1,4,12,2002,337,3,49,42035.0
20,1,4,12,2002,337,3,49,41594.0
21,1,4,12,2002,337,3,49,41010.0
22,1,4,12,2002,337,3,49,39447.0
23,1,4,12,2002,337,3,49,36751.0
0,2,4,12,2002,338,4,49,33816.0
1,0,4,12,2002,336,2,49,27811.0
2,0,4,12,2002,336,2,49,26964.0
3,0,4,12,2002,336,2,49,26593.0
4,0,4,12,2002,336,2,49,26603.0
5,0,4,12,2002,336,2,49,27273.0
6,0,4,12,2002,336,2,49,29280.0
7,0,4,12,2002,336,2,49,32881.0
8,0,4,12,2002,336,2,49,34743.0
9,0,4,12,2002,336,2,49,35303.0
10,0,4,12,2002,336,2,49,35547.0
11,0,4,12,2002,336,2,49,35476.0
12,0,4,12,2002,336,2,49,35125.0
13,0,4,12,2002,336,2,49,34621.0
14,0,4,12,2002,336,2,49,34234.0
15,0,4,12,2002,336,2,49,33857.0
16,0,4,12,2002,336,2,49,33922.0
17,0,4,12,2002,336,2,49,35700.0
18,0,4,12,2002,336,2,49,38077.0
19,0,4,12,2002,336,2,49,38005.0
20,0,4,12,2002,336,2,49,37360.0
21,0,4,12,2002,336,2,49,36328.0
22,0,4,12,2002,336,2,49,34653.0
23,0,4,12,2002,336,2,49,31992.0
0,1,4,12,2002,337,3,49,29231.0
1,6,4,12,2002,335,1,48,26033.0
2,6,4,12,2002,335,1,48,25077.0
3,6,4,12,2002,335,1,48,24622.0
4,6,4,12,2002,335,1,48,24558.0
5,6,4,12,2002,335,1,48,24835.0
6,6,4,12,2002,335,1,48,25490.0
7,6,4,12,2002,335,1,48,26579.0
8,6,4,12,2002,335,1,48,27481.0
9,6,4,12,2002,335,1,48,28946.0
10,6,4,12,2002,335,1,48,30111.0
11,6,4,12,2002,335,1,48,30685.0
12,6,4,12,2002,335,1,48,30720.0
13,6,4,12,2002,335,1,48,30610.0
14,6,4,12,2002,335,1,48,30293.0
15,6,4,12,2002,335,1,48,30111.0
16,6,4,12,2002,335,1,48,30184.0
17,6,4,12,2002,335,1,48,31998.0
18,6,4,12,2002,335,1,48,35356.0
19,6,4,12,2002,335,1,48,35849.0
20,6,4,12,2002,335,1,48,35602.0
21,6,4,12,2002,335,1,48,35077.0
22,6,4,12,2002,335,1,48,33709.0
23,6,4,12,2002,335,1,48,31776.0
0,0,4,12,2002,336,2,49,29514.0
1,5,4,11,2002,334,30,48,25351.0
2,5,4,11,2002,334,30,48,24203.0
3,5,4,11,2002,334,30,48,23571.0
4,5,4,11,2002,334,30,48,23366.0
5,5,4,11,2002,334,30,48,23386.0
6,5,4,11,2002,334,30,48,23956.0
7,5,4,11,2002,334,30,48,25100.0
8,5,4,11,2002,334,30,48,26410.0
9,5,4,11,2002,334,30,48,28219.0
10,5,4,11,2002,334,30,48,29392.0
11,5,4,11,2002,334,30,48,29883.0
12,5,4,11,2002,334,30,48,29850.0
13,5,4,11,2002,334,30,48,29403.0
14,5,4,11,2002,334,30,48,28872.0
15,5,4,11,2002,334,30,48,28699.0
16,5,4,11,2002,334,30,48,28766.0
17,5,4,11,2002,334,30,48,29972.0
18,5,4,11,2002,334,30,48,32110.0
19,5,4,11,2002,334,30,48,32259.0
20,5,4,11,2002,334,30,48,31929.0
21,5,4,11,2002,334,30,48,31536.0
22,5,4,11,2002,334,30,48,30679.0
23,5,4,11,2002,334,30,48,29455.0
0,6,4,12,2002,335,1,48,27594.0
1,4,4,11,2002,333,29,48,26294.0
2,4,4,11,2002,333,29,48,25525.0
3,4,4,11,2002,333,29,48,25200.0
4,4,4,11,2002,333,29,48,25205.0
5,4,4,11,2002,333,29,48,25756.0
6,4,4,11,2002,333,29,48,27032.0
7,4,4,11,2002,333,29,48,28927.0
8,4,4,11,2002,333,29,48,30151.0
9,4,4,11,2002,333,29,48,31385.0
10,4,4,11,2002,333,29,48,32082.0
11,4,4,11,2002,333,29,48,32264.0
12,4,4,11,2002,333,29,48,32258.0
13,4,4,11,2002,333,29,48,31995.0
14,4,4,11,2002,333,29,48,31493.0
15,4,4,11,2002,333,29,48,31129.0
16,4,4,11,2002,333,29,48,31164.0
17,4,4,11,2002,333,29,48,32162.0
18,4,4,11,2002,333,29,48,34437.0
19,4,4,11,2002,333,29,48,34137.0
20,4,4,11,2002,333,29,48,33220.0
21,4,4,11,2002,333,29,48,32390.0
22,4,4,11,2002,333,29,48,31116.0
23,4,4,11,2002,333,29,48,29308.0
0,5,4,11,2002,334,30,48,27103.0
1,3,4,11,2002,332,28,48,27600.0
2,3,4,11,2002,332,28,48,26532.0
3,3,4,11,2002,332,28,48,26036.0
4,3,4,11,2002,332,28,48,25880.0
5,3,4,11,2002,332,28,48,26178.0
6,3,4,11,2002,332,28,48,26861.0
7,3,4,11,2002,332,28,48,28069.0
8,3,4,11,2002,332,28,48,29029.0
9,3,4,11,2002,332,28,48,30248.0
10,3,4,11,2002,332,28,48,31164.0
11,3,4,11,2002,332,28,48,31429.0
12,3,4,11,2002,332,28,48,31307.0
13,3,4,11,2002,332,28,48,30505.0
14,3,4,11,2002,332,28,48,29314.0
15,3,4,11,2002,332,28,48,28429.0
16,3,4,11,2002,332,28,48,27924.0
17,3,4,11,2002,332,28,48,28487.0
18,3,4,11,2002,332,28,48,30182.0
19,3,4,11,2002,332,28,48,30310.0
20,3,4,11,2002,332,28,48,30377.0
21,3,4,11,2002,332,28,48,30514.0
22,3,4,11,2002,332,28,48,30185.0
23,3,4,11,2002,332,28,48,29088.0
0,4,4,11,2002,333,29,48,27596.0
1,2,4,11,2002,331,27,48,25953.0
2,2,4,11,2002,331,27,48,24963.0
3,2,4,11,2002,331,27,48,24599.0
4,2,4,11,2002,331,27,48,24537.0
5,2,4,11,2002,331,27,48,25194.0
6,2,4,11,2002,331,27,48,27230.0
7,2,4,11,2002,331,27,48,30819.0
8,2,4,11,2002,331,27,48,33378.0
9,2,4,11,2002,331,27,48,34229.0
10,2,4,11,2002,331,27,48,34481.0
11,2,4,11,2002,331,27,48,34668.0
12,2,4,11,2002,331,27,48,34463.0
13,2,4,11,2002,331,27,48,33986.0
14,2,4,11,2002,331,27,48,33756.0
15,2,4,11,2002,331,27,48,33488.0
16,2,4,11,2002,331,27,48,33274.0
17,2,4,11,2002,331,27,48,34495.0
18,2,4,11,2002,331,27,48,37169.0
19,2,4,11,2002,331,27,48,37135.0
20,2,4,11,2002,331,27,48,36515.0
21,2,4,11,2002,331,27,48,35634.0
22,2,4,11,2002,331,27,48,34259.0
23,2,4,11,2002,331,27,48,32134.0
0,3,4,11,2002,332,28,48,29632.0
1,1,4,11,2002,330,26,48,24876.0
2,1,4,11,2002,330,26,48,23797.0
3,1,4,11,2002,330,26,48,23431.0
4,1,4,11,2002,330,26,48,23431.0
5,1,4,11,2002,330,26,48,24131.0
6,1,4,11,2002,330,26,48,26375.0
7,1,4,11,2002,330,26,48,30519.0
8,1,4,11,2002,330,26,48,32698.0
9,1,4,11,2002,330,26,48,33004.0
10,1,4,11,2002,330,26,48,32814.0
11,1,4,11,2002,330,26,48,32702.0
12,1,4,11,2002,330,26,48,32385.0
13,1,4,11,2002,330,26,48,32129.0
14,1,4,11,2002,330,26,48,32048.0
15,1,4,11,2002,330,26,48,31910.0
16,1,4,11,2002,330,26,48,32124.0
17,1,4,11,2002,330,26,48,33713.0
18,1,4,11,2002,330,26,48,35947.0
19,1,4,11,2002,330,26,48,35871.0
20,1,4,11,2002,330,26,48,35287.0
21,1,4,11,2002,330,26,48,34381.0
22,1,4,11,2002,330,26,48,32851.0
23,1,4,11,2002,330,26,48,30357.0
0,2,4,11,2002,331,27,48,27836.0
1,0,4,11,2002,329,25,48,24887.0
2,0,4,11,2002,329,25,48,24214.0
3,0,4,11,2002,329,25,48,24056.0
4,0,4,11,2002,329,25,48,24221.0
5,0,4,11,2002,329,25,48,25013.0
6,0,4,11,2002,329,25,48,27284.0
7,0,4,11,2002,329,25,48,31328.0
8,0,4,11,2002,329,25,48,33451.0
9,0,4,11,2002,329,25,48,33559.0
10,0,4,11,2002,329,25,48,33184.0
11,0,4,11,2002,329,25,48,32824.0
12,0,4,11,2002,329,25,48,32212.0
13,0,4,11,2002,329,25,48,31748.0
14,0,4,11,2002,329,25,48,31488.0
15,0,4,11,2002,329,25,48,31037.0
16,0,4,11,2002,329,25,48,30904.0
17,0,4,11,2002,329,25,48,32323.0
18,0,4,11,2002,329,25,48,34896.0
19,0,4,11,2002,329,25,48,35030.0
20,0,4,11,2002,329,25,48,34407.0
21,0,4,11,2002,329,25,48,33535.0
22,0,4,11,2002,329,25,48,31818.0
23,0,4,11,2002,329,25,48,29340.0
0,1,4,11,2002,330,26,48,26706.0
1,6,4,11,2002,328,24,47,25475.0
2,6,4,11,2002,328,24,47,24418.0
3,6,4,11,2002,328,24,47,23927.0
4,6,4,11,2002,328,24,47,23655.0
5,6,4,11,2002,328,24,47,23705.0
6,6,4,11,2002,328,24,47,24216.0
7,6,4,11,2002,328,24,47,25186.0
8,6,4,11,2002,328,24,47,26025.0
9,6,4,11,2002,328,24,47,27213.0
10,6,4,11,2002,328,24,47,27710.0
11,6,4,11,2002,328,24,47,27748.0
12,6,4,11,2002,328,24,47,27470.0
13,6,4,11,2002,328,24,47,27107.0
14,6,4,11,2002,328,24,47,26667.0
15,6,4,11,2002,328,24,47,26259.0
16,6,4,11,2002,328,24,47,26375.0
17,6,4,11,2002,328,24,47,27920.0
18,6,4,11,2002,328,24,47,31245.0
19,6,4,11,2002,328,24,47,31751.0
20,6,4,11,2002,328,24,47,31586.0
21,6,4,11,2002,328,24,47,31165.0
22,6,4,11,2002,328,24,47,29931.0
23,6,4,11,2002,328,24,47,28301.0
0,0,4,11,2002,329,25,48,26247.0
1,5,4,11,2002,327,23,47,25783.0
2,5,4,11,2002,327,23,47,24842.0
3,5,4,11,2002,327,23,47,24490.0
4,5,4,11,2002,327,23,47,24449.0
5,5,4,11,2002,327,23,47,24759.0
6,5,4,11,2002,327,23,47,25707.0
7,5,4,11,2002,327,23,47,27107.0
8,5,4,11,2002,327,23,47,28503.0
9,5,4,11,2002,327,23,47,30191.0
10,5,4,11,2002,327,23,47,31127.0
11,5,4,11,2002,327,23,47,31283.0
12,5,4,11,2002,327,23,47,30902.0
13,5,4,11,2002,327,23,47,30192.0
14,5,4,11,2002,327,23,47,29465.0
15,5,4,11,2002,327,23,47,28831.0
16,5,4,11,2002,327,23,47,28718.0
17,5,4,11,2002,327,23,47,30098.0
18,5,4,11,2002,327,23,47,33032.0
19,5,4,11,2002,327,23,47,33088.0
20,5,4,11,2002,327,23,47,32511.0
21,5,4,11,2002,327,23,47,31679.0
22,5,4,11,2002,327,23,47,30696.0
23,5,4,11,2002,327,23,47,29038.0
0,6,4,11,2002,328,24,47,27142.0
1,4,4,11,2002,326,22,47,24611.0
2,4,4,11,2002,326,22,47,23551.0
3,4,4,11,2002,326,22,47,23090.0
4,4,4,11,2002,326,22,47,22896.0
5,4,4,11,2002,326,22,47,23338.0
6,4,4,11,2002,326,22,47,25234.0
7,4,4,11,2002,326,22,47,29125.0
8,4,4,11,2002,326,22,47,31698.0
9,4,4,11,2002,326,22,47,32361.0
10,4,4,11,2002,326,22,47,32652.0
11,4,4,11,2002,326,22,47,32741.0
12,4,4,11,2002,326,22,47,32606.0
13,4,4,11,2002,326,22,47,32242.0
14,4,4,11,2002,326,22,47,32247.0
15,4,4,11,2002,326,22,47,32074.0
16,4,4,11,2002,326,22,47,32159.0
17,4,4,11,2002,326,22,47,33320.0
18,4,4,11,2002,326,22,47,35001.0
19,4,4,11,2002,326,22,47,34671.0
20,4,4,11,2002,326,22,47,33720.0
21,4,4,11,2002,326,22,47,32782.0
22,4,4,11,2002,326,22,47,31519.0
23,4,4,11,2002,326,22,47,29740.0
0,5,4,11,2002,327,23,47,27565.0
1,3,4,11,2002,325,21,47,25644.0
2,3,4,11,2002,325,21,47,24723.0
3,3,4,11,2002,325,21,47,24478.0
4,3,4,11,2002,325,21,47,24468.0
5,3,4,11,2002,325,21,47,25120.0
6,3,4,11,2002,325,21,47,27267.0
7,3,4,11,2002,325,21,47,31279.0
8,3,4,11,2002,325,21,47,33445.0
9,3,4,11,2002,325,21,47,33539.0
10,3,4,11,2002,325,21,47,33441.0
11,3,4,11,2002,325,21,47,33285.0
12,3,4,11,2002,325,21,47,32988.0
13,3,4,11,2002,325,21,47,32539.0
14,3,4,11,2002,325,21,47,32487.0
15,3,4,11,2002,325,21,47,32159.0
16,3,4,11,2002,325,21,47,32406.0
17,3,4,11,2002,325,21,47,33707.0
18,3,4,11,2002,325,21,47,35483.0
19,3,4,11,2002,325,21,47,35265.0
20,3,4,11,2002,325,21,47,34544.0
21,3,4,11,2002,325,21,47,33476.0
22,3,4,11,2002,325,21,47,31746.0
23,3,4,11,2002,325,21,47,29322.0
0,4,4,11,2002,326,22,47,26604.0
1,2,4,11,2002,324,20,47,26056.0
2,2,4,11,2002,324,20,47,25158.0
3,2,4,11,2002,324,20,47,24862.0
4,2,4,11,2002,324,20,47,24962.0
5,2,4,11,2002,324,20,47,25710.0
6,2,4,11,2002,324,20,47,28009.0
7,2,4,11,2002,324,20,47,32154.0
8,2,4,11,2002,324,20,47,33954.0
9,2,4,11,2002,324,20,47,33885.0
10,2,4,11,2002,324,20,47,33226.0
11,2,4,11,2002,324,20,47,32815.0
12,2,4,11,2002,324,20,47,32381.0
13,2,4,11,2002,324,20,47,31729.0
14,2,4,11,2002,324,20,47,31452.0
15,2,4,11,2002,324,20,47,31084.0
16,2,4,11,2002,324,20,47,30951.0
17,2,4,11,2002,324,20,47,31842.0
18,2,4,11,2002,324,20,47,34914.0
19,2,4,11,2002,324,20,47,35136.0
20,2,4,11,2002,324,20,47,34660.0
21,2,4,11,2002,324,20,47,33935.0
22,2,4,11,2002,324,20,47,32378.0
23,2,4,11,2002,324,20,47,29991.0
0,3,4,11,2002,325,21,47,27626.0
1,1,4,11,2002,323,19,47,26840.0
2,1,4,11,2002,323,19,47,26097.0
3,1,4,11,2002,323,19,47,25850.0
4,1,4,11,2002,323,19,47,26006.0
5,1,4,11,2002,323,19,47,32332.0
6,1,4,11,2002,323,19,47,29003.0
7,1,4,11,2002,323,19,47,32856.0
8,1,4,11,2002,323,19,47,34639.0
9,1,4,11,2002,323,19,47,34544.0
10,1,4,11,2002,323,19,47,34150.0
11,1,4,11,2002,323,19,47,33850.0
12,1,4,11,2002,323,19,47,33506.0
13,1,4,11,2002,323,19,47,33062.0
14,1,4,11,2002,323,19,47,33080.0
15,1,4,11,2002,323,19,47,32932.0
16,1,4,11,2002,323,19,47,33103.0
17,1,4,11,2002,323,19,47,34434.0
18,1,4,11,2002,323,19,47,36383.0
19,1,4,11,2002,323,19,47,36369.0
20,1,4,11,2002,323,19,47,35677.0
21,1,4,11,2002,323,19,47,34691.0
22,1,4,11,2002,323,19,47,32841.0
23,1,4,11,2002,323,19,47,30192.0
0,2,4,11,2002,324,20,47,27595.0
1,0,4,11,2002,322,18,47,25032.0
2,0,4,11,2002,322,18,47,24352.0
3,0,4,11,2002,322,18,47,23932.0
4,0,4,11,2002,322,18,47,24010.0
5,0,4,11,2002,322,18,47,24683.0
6,0,4,11,2002,322,18,47,26803.0
7,0,4,11,2002,322,18,47,30880.0
8,0,4,11,2002,322,18,47,33240.0
9,0,4,11,2002,322,18,47,33742.0
10,0,4,11,2002,322,18,47,33712.0
11,0,4,11,2002,322,18,47,33678.0
12,0,4,11,2002,322,18,47,33281.0
13,0,4,11,2002,322,18,47,32879.0
14,0,4,11,2002,322,18,47,32600.0
15,0,4,11,2002,322,18,47,32170.0
16,0,4,11,2002,322,18,47,32114.0
17,0,4,11,2002,322,18,47,33492.0
18,0,4,11,2002,322,18,47,36603.0
19,0,4,11,2002,322,18,47,36718.0
20,0,4,11,2002,322,18,47,36238.0
21,0,4,11,2002,322,18,47,35281.0
22,0,4,11,2002,322,18,47,33589.0
23,0,4,11,2002,322,18,47,31059.0
0,1,4,11,2002,323,19,47,28550.0
1,6,4,11,2002,321,17,46,24445.0
2,6,4,11,2002,321,17,46,23469.0
3,6,4,11,2002,321,17,46,22839.0
4,6,4,11,2002,321,17,46,22582.0
5,6,4,11,2002,321,17,46,22569.0
6,6,4,11,2002,321,17,46,23030.0
7,6,4,11,2002,321,17,46,23918.0
8,6,4,11,2002,321,17,46,24954.0
9,6,4,11,2002,321,17,46,26750.0
10,6,4,11,2002,321,17,46,28234.0
11,6,4,11,2002,321,17,46,29046.0
12,6,4,11,2002,321,17,46,29381.0
13,6,4,11,2002,321,17,46,29466.0
14,6,4,11,2002,321,17,46,29338.0
15,6,4,11,2002,321,17,46,29185.0
16,6,4,11,2002,321,17,46,29514.0
17,6,4,11,2002,321,17,46,30909.0
18,6,4,11,2002,321,17,46,32615.0
19,6,4,11,2002,321,17,46,32605.0
20,6,4,11,2002,321,17,46,32160.0
21,6,4,11,2002,321,17,46,31396.0
22,6,4,11,2002,321,17,46,30056.0
23,6,4,11,2002,321,17,46,28336.0
0,0,4,11,2002,322,18,47,26472.0
1,5,4,11,2002,320,16,46,23945.0
2,5,4,11,2002,320,16,46,22863.0
3,5,4,11,2002,320,16,46,22238.0
4,5,4,11,2002,320,16,46,21939.0
5,5,4,11,2002,320,16,46,21962.0
6,5,4,11,2002,320,16,46,22635.0
7,5,4,11,2002,320,16,46,23919.0
8,5,4,11,2002,320,16,46,25332.0
9,5,4,11,2002,320,16,46,27463.0
10,5,4,11,2002,320,16,46,29150.0
11,5,4,11,2002,320,16,46,29961.0
12,5,4,11,2002,320,16,46,30235.0
13,5,4,11,2002,320,16,46,30071.0
14,5,4,11,2002,320,16,46,29815.0
15,5,4,11,2002,320,16,46,29699.0
16,5,4,11,2002,320,16,46,29778.0
17,5,4,11,2002,320,16,46,30797.0
18,5,4,11,2002,320,16,46,32133.0
19,5,4,11,2002,320,16,46,31842.0
20,5,4,11,2002,320,16,46,31194.0
21,5,4,11,2002,320,16,46,30473.0
22,5,4,11,2002,320,16,46,29492.0
23,5,4,11,2002,320,16,46,27872.0
0,6,4,11,2002,321,17,46,26082.0
1,4,4,11,2002,319,15,46,24261.0
2,4,4,11,2002,319,15,46,23300.0
3,4,4,11,2002,319,15,46,22916.0
4,4,4,11,2002,319,15,46,22955.0
5,4,4,11,2002,319,15,46,23594.0
6,4,4,11,2002,319,15,46,25590.0
7,4,4,11,2002,319,15,46,29498.0
8,4,4,11,2002,319,15,46,31453.0
9,4,4,11,2002,319,15,46,31756.0
10,4,4,11,2002,319,15,46,31725.0
11,4,4,11,2002,319,15,46,31826.0
12,4,4,11,2002,319,15,46,31388.0
13,4,4,11,2002,319,15,46,30801.0
14,4,4,11,2002,319,15,46,30585.0
15,4,4,11,2002,319,15,46,30326.0
16,4,4,11,2002,319,15,46,29940.0
17,4,4,11,2002,319,15,46,30731.0
18,4,4,11,2002,319,15,46,33174.0
19,4,4,11,2002,319,15,46,33036.0
20,4,4,11,2002,319,15,46,32134.0
21,4,4,11,2002,319,15,46,31163.0
22,4,4,11,2002,319,15,46,29873.0
23,4,4,11,2002,319,15,46,27963.0
0,5,4,11,2002,320,16,46,25805.0
1,3,4,11,2002,318,14,46,25742.0
2,3,4,11,2002,318,14,46,24901.0
3,3,4,11,2002,318,14,46,24571.0
4,3,4,11,2002,318,14,46,24577.0
5,3,4,11,2002,318,14,46,25184.0
6,3,4,11,2002,318,14,46,27369.0
7,3,4,11,2002,318,14,46,31290.0
8,3,4,11,2002,318,14,46,33050.0
9,3,4,11,2002,318,14,46,32975.0
10,3,4,11,2002,318,14,46,32574.0
11,3,4,11,2002,318,14,46,32280.0
12,3,4,11,2002,318,14,46,31937.0
13,3,4,11,2002,318,14,46,31468.0
14,3,4,11,2002,318,14,46,31231.0
15,3,4,11,2002,318,14,46,30758.0
16,3,4,11,2002,318,14,46,30570.0
17,3,4,11,2002,318,14,46,31302.0
18,3,4,11,2002,318,14,46,33543.0
19,3,4,11,2002,318,14,46,33331.0
20,3,4,11,2002,318,14,46,33025.0
21,3,4,11,2002,318,14,46,32724.0
22,3,4,11,2002,318,14,46,31177.0
23,3,4,11,2002,318,14,46,28718.0
0,4,4,11,2002,319,15,46,26088.0
1,2,4,11,2002,317,13,46,24117.0
2,2,4,11,2002,317,13,46,23073.0
3,2,4,11,2002,317,13,46,22615.0
4,2,4,11,2002,317,13,46,22565.0
5,2,4,11,2002,317,13,46,23033.0
6,2,4,11,2002,317,13,46,25015.0
7,2,4,11,2002,317,13,46,28950.0
8,2,4,11,2002,317,13,46,31334.0
9,2,4,11,2002,317,13,46,32031.0
10,2,4,11,2002,317,13,46,32317.0
11,2,4,11,2002,317,13,46,32648.0
12,2,4,11,2002,317,13,46,32677.0
13,2,4,11,2002,317,13,46,32361.0
14,2,4,11,2002,317,13,46,32129.0
15,2,4,11,2002,317,13,46,31914.0
16,2,4,11,2002,317,13,46,31888.0
17,2,4,11,2002,317,13,46,32755.0
18,2,4,11,2002,317,13,46,35421.0
19,2,4,11,2002,317,13,46,35561.0
20,2,4,11,2002,317,13,46,35026.0
21,2,4,11,2002,317,13,46,34108.0
22,2,4,11,2002,317,13,46,32477.0
23,2,4,11,2002,317,13,46,30076.0
0,3,4,11,2002,318,14,46,27631.0
1,1,4,11,2002,316,12,46,23133.0
2,1,4,11,2002,316,12,46,22049.0
3,1,4,11,2002,316,12,46,21614.0
4,1,4,11,2002,316,12,46,21367.0
5,1,4,11,2002,316,12,46,21902.0
6,1,4,11,2002,316,12,46,23840.0
7,1,4,11,2002,316,12,46,27650.0
8,1,4,11,2002,316,12,46,30258.0
9,1,4,11,2002,316,12,46,31091.0
10,1,4,11,2002,316,12,46,31577.0
11,1,4,11,2002,316,12,46,32024.0
12,1,4,11,2002,316,12,46,32177.0
13,1,4,11,2002,316,12,46,32086.0
14,1,4,11,2002,316,12,46,32245.0
15,1,4,11,2002,316,12,46,32153.0
16,1,4,11,2002,316,12,46,32320.0
17,1,4,11,2002,316,12,46,33554.0
18,1,4,11,2002,316,12,46,35122.0
19,1,4,11,2002,316,12,46,34810.0
20,1,4,11,2002,316,12,46,33956.0
21,1,4,11,2002,316,12,46,32945.0
22,1,4,11,2002,316,12,46,31113.0
23,1,4,11,2002,316,12,46,28516.0
0,2,4,11,2002,317,13,46,25890.0
1,0,4,11,2002,315,11,46,22287.0
2,0,4,11,2002,315,11,46,21450.0
3,0,4,11,2002,315,11,46,20975.0
4,0,4,11,2002,315,11,46,20878.0
5,0,4,11,2002,315,11,46,21304.0
6,0,4,11,2002,315,11,46,22901.0
7,0,4,11,2002,315,11,46,26277.0
8,0,4,11,2002,315,11,46,28936.0
9,0,4,11,2002,315,11,46,30438.0
10,0,4,11,2002,315,11,46,31721.0
11,0,4,11,2002,315,11,46,32166.0
12,0,4,11,2002,315,11,46,32357.0
13,0,4,11,2002,315,11,46,32325.0
14,0,4,11,2002,315,11,46,32151.0
15,0,4,11,2002,315,11,46,31739.0
16,0,4,11,2002,315,11,46,31420.0
17,0,4,11,2002,315,11,46,32239.0
18,0,4,11,2002,315,11,46,34564.0
19,0,4,11,2002,315,11,46,34278.0
20,0,4,11,2002,315,11,46,33402.0
21,0,4,11,2002,315,11,46,32304.0
22,0,4,11,2002,315,11,46,30573.0
23,0,4,11,2002,315,11,46,27770.0
0,1,4,11,2002,316,12,46,25061.0
1,6,4,11,2002,314,10,45,22401.0
2,6,4,11,2002,314,10,45,21350.0
3,6,4,11,2002,314,10,45,20788.0
4,6,4,11,2002,314,10,45,20466.0
5,6,4,11,2002,314,10,45,20476.0
6,6,4,11,2002,314,10,45,20870.0
7,6,4,11,2002,314,10,45,21646.0
8,6,4,11,2002,314,10,45,22425.0
9,6,4,11,2002,314,10,45,24090.0
10,6,4,11,2002,314,10,45,25373.0
11,6,4,11,2002,314,10,45,25954.0
12,6,4,11,2002,314,10,45,26189.0
13,6,4,11,2002,314,10,45,26245.0
14,6,4,11,2002,314,10,45,26160.0
15,6,4,11,2002,314,10,45,25994.0
16,6,4,11,2002,314,10,45,26172.0
17,6,4,11,2002,314,10,45,27388.0
18,6,4,11,2002,314,10,45,29840.0
19,6,4,11,2002,314,10,45,30065.0
20,6,4,11,2002,314,10,45,29500.0
21,6,4,11,2002,314,10,45,28714.0
22,6,4,11,2002,314,10,45,27337.0
23,6,4,11,2002,314,10,45,25587.0
0,0,4,11,2002,315,11,46,23662.0
1,5,4,11,2002,313,9,45,24259.0
2,5,4,11,2002,313,9,45,23251.0
3,5,4,11,2002,313,9,45,22764.0
4,5,4,11,2002,313,9,45,22535.0
5,5,4,11,2002,313,9,45,22765.0
6,5,4,11,2002,313,9,45,23477.0
7,5,4,11,2002,313,9,45,24664.0
8,5,4,11,2002,313,9,45,25909.0
9,5,4,11,2002,313,9,45,27393.0
10,5,4,11,2002,313,9,45,28075.0
11,5,4,11,2002,313,9,45,28131.0
12,5,4,11,2002,313,9,45,27766.0
13,5,4,11,2002,313,9,45,27219.0
14,5,4,11,2002,313,9,45,26655.0
15,5,4,11,2002,313,9,45,26116.0
16,5,4,11,2002,313,9,45,26036.0
17,5,4,11,2002,313,9,45,27056.0
18,5,4,11,2002,313,9,45,29780.0
